tale,num_chunks,total_chars,distilroberta_top_emotion,distilroberta_top_score,distilroberta_all_emotions,go_emotions_top_emotion,go_emotions_top_score,go_emotions_all_emotions,twitter_emotion_top_emotion,twitter_emotion_top_score,twitter_emotion_all_emotions
The shepherdess and the sweep,8,9590,fear,0.293959914943116,"{'fear': 0.293959914943116, 'joy': 0.23391175323922653, 'disgust': 0.18668930820422247, 'neutral': 0.09756274044048041, 'anger': 0.09660468809306622, 'surprise': 0.06495753809576854, 'sadness': 0.02631407743319869}",neutral,0.4987441226840019,"{'neutral': 0.4987441226840019, 'love': 0.11442865274148062, 'sadness': 0.11404298189881956, 'curiosity': 0.061310781667998526, 'desire': 0.04707123071420938, 'disappointment': 0.037995301332557574, 'fear': 0.03422453367966227, 'approval': 0.03350849339039996, 'caring': 0.021256300882669166, 'admiration': 0.018165645335102454, 'confusion': 0.01645522436592728, 'realization': 0.015103137004189193, 'optimism': 0.011815838341135532, 'nervousness': 0.011376783368177712, 'joy': 0.011285274245892651, 'annoyance': 0.01017852604854852, 'disapproval': 0.008373438788112253, 'surprise': 0.007321231434616493, 'excitement': 0.006382741587003693, 'amusement': 0.00550452421157388, 'grief': 0.004728320604044711, 'remorse': 0.0033584973243705463, 'relief': 0.0029263296964927576, 'disgust': 0.0028370198124321178, 'anger': 0.002407856867648661, 'embarrassment': 0.0017692205728963017, 'pride': 0.0009938772818713915, 'gratitude': 0.0006953627471375512}",joy,0.4903483674861491,"{'joy': 0.4903483674861491, 'sadness': 0.39851768990047276, 'anticipation': 0.28066741675138474, 'fear': 0.21163378609344363, 'optimism': 0.18591745477169752, 'love': 0.18060048585175537, 'pessimism': 0.07513111573643982, 'surprise': 0.06851009547244757, 'trust': 0.05844132060883567, 'disgust': 0.02837491309037432, 'anger': 0.012530247971881181}"
The shirt-collar,5,4961,disgust,0.5614829182624816,"{'disgust': 0.5614829182624816, 'anger': 0.14827354736626147, 'neutral': 0.13218213059008121, 'sadness': 0.10561039503663779, 'fear': 0.026418481953442097, 'surprise': 0.019940378330647945, 'joy': 0.006092141731642187}",neutral,0.3253877505660057,"{'neutral': 0.3253877505660057, 'sadness': 0.16214770739898085, 'disapproval': 0.14199136402457951, 'caring': 0.10595597487408667, 'disappointment': 0.05489840880036354, 'desire': 0.054764638934284446, 'annoyance': 0.0495297733694315, 'approval': 0.04103063326328993, 'admiration': 0.03641179767437279, 'love': 0.027954437723383307, 'realization': 0.021758627891540528, 'optimism': 0.013725056778639555, 'curiosity': 0.012634759966749698, 'confusion': 0.009628616878762842, 'fear': 0.009321307798381894, 'grief': 0.006649961299262941, 'excitement': 0.006061244639568031, 'nervousness': 0.005551222700159997, 'anger': 0.005185455782338977, 'disgust': 0.003852550475858152, 'remorse': 0.0036872358119580894, 'joy': 0.0036758697824552655, 'relief': 0.0033917570719495414, 'surprise': 0.002985488239210099, 'embarrassment': 0.0021067312220111488, 'pride': 0.0013958386494778096, 'amusement': 0.0012944332673214376, 'gratitude': 0.0011675169895170256}",sadness,0.3772625267505646,"{'sadness': 0.3772625267505646, 'disgust': 0.32950124740600584, 'anger': 0.2944615073502064, 'joy': 0.2895985947921872, 'anticipation': 0.24869363158941268, 'pessimism': 0.19032224230468273, 'optimism': 0.17722544372081755, 'fear': 0.04887295151129365, 'surprise': 0.033184266462922093, 'love': 0.028265643445774914, 'trust': 0.02719797994941473}"
The silent book,4,3649,sadness,0.425989025272429,"{'sadness': 0.425989025272429, 'anger': 0.17094976629596204, 'disgust': 0.1520593073219061, 'neutral': 0.14651018474251032, 'surprise': 0.07096003857441247, 'fear': 0.027780881733633578, 'joy': 0.005750785581767559}",neutral,0.6850651800632477,"{'neutral': 0.6850651800632477, 'sadness': 0.15145467763068154, 'curiosity': 0.06881490632076748, 'disappointment': 0.04577491438249126, 'confusion': 0.03195432966458611, 'realization': 0.019278788240626454, 'approval': 0.015853351447731256, 'annoyance': 0.010135046788491309, 'disapproval': 0.005294275586493313, 'optimism': 0.004261540656443685, 'nervousness': 0.003983122514910065, 'surprise': 0.0038645006134174764, 'grief': 0.003808415844105184, 'fear': 0.0036693975562229753, 'caring': 0.0035186093009542674, 'desire': 0.0031698508246336132, 'admiration': 0.00294368204777129, 'anger': 0.0029029387806076556, 'joy': 0.0023614820674993098, 'remorse': 0.002318872655450832, 'excitement': 0.0020353662548586726, 'disgust': 0.00200200206018053, 'amusement': 0.0018283567478647456, 'embarrassment': 0.0016633990162517875, 'love': 0.0013506482355296612, 'relief': 0.0012915996630908921, 'gratitude': 0.0005324921585270204, 'pride': 0.0003841500474663917}",sadness,0.7620418220758438,"{'sadness': 0.7620418220758438, 'disgust': 0.34094477747567, 'anger': 0.19461310195038095, 'pessimism': 0.19119353778660297, 'joy': 0.10960954357869923, 'anticipation': 0.08784677553921938, 'optimism': 0.08079717465443537, 'fear': 0.031380349304527044, 'surprise': 0.018469291273504496, 'trust': 0.011727856588549912, 'love': 0.008371557283680886}"
The silver shilling,8,9728,sadness,0.34603399923071265,"{'sadness': 0.34603399923071265, 'disgust': 0.16088507100357674, 'joy': 0.15773737599374726, 'neutral': 0.13131307921139523, 'anger': 0.082058250947739, 'fear': 0.06735447247046977, 'surprise': 0.054617749992758036}",neutral,0.2530107907950878,"{'neutral': 0.2530107907950878, 'sadness': 0.23413230557343923, 'approval': 0.21928241685964167, 'disappointment': 0.11864011430589017, 'curiosity': 0.06346227535686921, 'joy': 0.05369184230949031, 'realization': 0.037719810847193, 'optimism': 0.03004980750847608, 'disapproval': 0.028808488743379712, 'annoyance': 0.02740865427767858, 'confusion': 0.026308790576877072, 'nervousness': 0.017393231286405353, 'relief': 0.01452674415486399, 'caring': 0.010872837323404383, 'excitement': 0.0090239202909288, 'admiration': 0.008513171196682379, 'surprise': 0.008161329562426545, 'grief': 0.006210565590663464, 'remorse': 0.005198432270844933, 'fear': 0.004452857254364062, 'embarrassment': 0.003811944818153279, 'anger': 0.0031415928242495283, 'amusement': 0.0031164009305939544, 'desire': 0.002974960851133801, 'love': 0.002185005065257428, 'pride': 0.0017186182958539575, 'disgust': 0.0015603025458403863, 'gratitude': 0.001348247296846239}",joy,0.40617140755057335,"{'joy': 0.40617140755057335, 'optimism': 0.3751967118587345, 'anticipation': 0.2860723193734884, 'sadness': 0.17130092217121273, 'disgust': 0.159823655965738, 'trust': 0.0772781261766795, 'anger': 0.07066842925269157, 'pessimism': 0.05625579255865887, 'surprise': 0.05009073903784156, 'fear': 0.02024400344816968, 'love': 0.012330139259574935}"
The snail and the rosebush,5,4453,neutral,0.3761964552104473,"{'neutral': 0.3761964552104473, 'sadness': 0.182885339576751, 'disgust': 0.1401889600791037, 'fear': 0.10006112866103649, 'anger': 0.09353074817918242, 'joy': 0.05610633725300431, 'surprise': 0.05103101674467325}",neutral,0.31909689903259275,"{'neutral': 0.31909689903259275, 'curiosity': 0.2007076393812895, 'approval': 0.11737977266311646, 'optimism': 0.06973011791706085, 'confusion': 0.053155859000980854, 'joy': 0.04880604330683127, 'sadness': 0.03681979866232723, 'admiration': 0.03451352431438863, 'disappointment': 0.028318454092368484, 'realization': 0.02617242243140936, 'caring': 0.019452441297471524, 'disapproval': 0.017417998937889933, 'excitement': 0.015512137580662966, 'annoyance': 0.012969938945025206, 'fear': 0.012930713640525938, 'nervousness': 0.009479037416167558, 'relief': 0.008383275161031633, 'surprise': 0.006317389186006039, 'desire': 0.004883682401850819, 'love': 0.0027861921233125033, 'grief': 0.0026010861329268664, 'anger': 0.0024439873988740144, 'amusement': 0.0022860738565213977, 'pride': 0.0017944199644261971, 'remorse': 0.0014158800709992646, 'embarrassment': 0.0012020723632303997, 'gratitude': 0.0010466591571457683, 'disgust': 0.000901655713096261}",optimism,0.6429494142532348,"{'optimism': 0.6429494142532348, 'joy': 0.5315694708377123, 'anticipation': 0.2559460628777742, 'sadness': 0.1692489918321371, 'love': 0.09740950660780072, 'trust': 0.08575999923050404, 'pessimism': 0.0668276771903038, 'fear': 0.046279289806261656, 'surprise': 0.025760896131396295, 'disgust': 0.025725048780441285, 'anger': 0.011450921092182398}"
The snow queen,38,63512,disgust,0.29365073999782143,"{'disgust': 0.29365073999782143, 'fear': 0.20478778156470262, 'neutral': 0.12164291298311007, 'sadness': 0.11478954573210917, 'anger': 0.10988295945878092, 'joy': 0.08518822571740632, 'surprise': 0.07005782564489269}",neutral,0.5145574380692682,"{'neutral': 0.5145574380692682, 'admiration': 0.08633490391749594, 'sadness': 0.06321443447009906, 'joy': 0.05965219259470407, 'approval': 0.05568039346192228, 'curiosity': 0.042867950171440544, 'disappointment': 0.026438988071229113, 'amusement': 0.026141195339732803, 'realization': 0.021313108479310023, 'caring': 0.019048474034398646, 'confusion': 0.017442910293251963, 'excitement': 0.014783299203324867, 'fear': 0.012042852866120245, 'annoyance': 0.012010337123157163, 'nervousness': 0.00760486308335155, 'optimism': 0.006832913388375585, 'disapproval': 0.006826305829331671, 'surprise': 0.006024789798079598, 'relief': 0.004915228989710541, 'desire': 0.004371544485605371, 'grief': 0.0030776140299981066, 'pride': 0.0026392038194707743, 'love': 0.0023005164755312236, 'disgust': 0.002083339738371586, 'embarrassment': 0.001707012264217299, 'anger': 0.0015490578524278182, 'remorse': 0.0010946790004565724, 'gratitude': 0.0009165010774986035}",joy,0.6405938028504974,"{'joy': 0.6405938028504974, 'optimism': 0.257662358767304, 'anticipation': 0.21720515279785582, 'sadness': 0.1333241841976384, 'fear': 0.07704667545744757, 'love': 0.0760886716215234, 'surprise': 0.05088870930730512, 'disgust': 0.031172897648311368, 'pessimism': 0.02690643280450451, 'trust': 0.024914969922974706, 'anger': 0.012744799562680879}"
The snowdrop,6,7929,neutral,0.393431448067228,"{'neutral': 0.393431448067228, 'joy': 0.30017184613582987, 'anger': 0.09688148624263704, 'disgust': 0.0919501418247819, 'sadness': 0.05743490698902557, 'surprise': 0.03143242187798023, 'fear': 0.028697740713444848}",neutral,0.4411476844300826,"{'neutral': 0.4411476844300826, 'admiration': 0.264548212600251, 'approval': 0.10403073020279408, 'joy': 0.08698851448328544, 'curiosity': 0.03554218856152147, 'excitement': 0.03387974650831893, 'realization': 0.023055028325567644, 'confusion': 0.01563067128881812, 'optimism': 0.015257584163919091, 'love': 0.009037591963230321, 'disappointment': 0.008865952763396004, 'annoyance': 0.008435226317184666, 'caring': 0.006815234073049699, 'relief': 0.00557480789332961, 'pride': 0.005467387250973843, 'disapproval': 0.005312669983444114, 'surprise': 0.0041329170344397426, 'sadness': 0.0027623944527780018, 'desire': 0.002659445609121273, 'amusement': 0.0014378467264274757, 'gratitude': 0.0013386830687522888, 'nervousness': 0.0012551592662930489, 'anger': 0.0011092021498673905, 'fear': 0.0010179807529008638, 'disgust': 0.0008257974647373582, 'grief': 0.0007463158544851467, 'embarrassment': 0.0005892421516667431, 'remorse': 0.000374198086016501}",joy,0.7202764625350634,"{'joy': 0.7202764625350634, 'optimism': 0.4474131266276042, 'anticipation': 0.20904959365725517, 'love': 0.04409741905207435, 'trust': 0.04086996894329786, 'surprise': 0.031846270275612674, 'sadness': 0.029336682210365932, 'disgust': 0.01391108869574964, 'pessimism': 0.010329072596505284, 'fear': 0.010204663306164244, 'anger': 0.008308019023388624}"
The snowman,8,10269,disgust,0.39592439495027065,"{'disgust': 0.39592439495027065, 'joy': 0.20760888967197388, 'anger': 0.13517779007088393, 'neutral': 0.13417173875495791, 'fear': 0.0787449097406352, 'sadness': 0.025295663042925298, 'surprise': 0.0230766104941722}",neutral,0.49973191134631634,"{'neutral': 0.49973191134631634, 'joy': 0.12283540991484188, 'approval': 0.07585637591546401, 'disapproval': 0.046139287791447714, 'annoyance': 0.035572770168073475, 'confusion': 0.03380466885573696, 'realization': 0.032758581975940615, 'disappointment': 0.026489975178265013, 'curiosity': 0.026275488802639302, 'excitement': 0.021035019162809476, 'amusement': 0.020423035268322565, 'admiration': 0.01608086437045131, 'sadness': 0.014700812345836312, 'optimism': 0.010726901411544532, 'desire': 0.007151918165618554, 'caring': 0.006723085723933764, 'relief': 0.0054626800047117285, 'nervousness': 0.004973377377609722, 'surprise': 0.004257584863808006, 'anger': 0.0034121352073270828, 'fear': 0.0028486671290011145, 'love': 0.002513149614969734, 'disgust': 0.0020563811413012445, 'pride': 0.0018478368510841392, 'embarrassment': 0.0018475164724804927, 'grief': 0.0010853099956875667, 'gratitude': 0.0005178606743356795, 'remorse': 0.0004964236650266685}",joy,0.5550281079486012,"{'joy': 0.5550281079486012, 'anticipation': 0.24985701497644186, 'optimism': 0.1545247226022184, 'sadness': 0.07444382831454277, 'disgust': 0.06713531003333628, 'surprise': 0.045171603094786406, 'pessimism': 0.025227441161405295, 'love': 0.02502112575166393, 'anger': 0.024240169383119792, 'trust': 0.015267848706571385, 'fear': 0.009268951864214614}"
The stone of the wise man,19,32017,sadness,0.2887010074122564,"{'sadness': 0.2887010074122564, 'neutral': 0.25245119111710473, 'disgust': 0.16646965377424894, 'surprise': 0.1006960327320389, 'joy': 0.09787519498863012, 'anger': 0.07139400691774331, 'fear': 0.022412891554842263}",neutral,0.42482312886338486,"{'neutral': 0.42482312886338486, 'sadness': 0.11015097661507561, 'approval': 0.10864485780659475, 'admiration': 0.08354227132114925, 'disappointment': 0.07749275812315509, 'curiosity': 0.056678840087873765, 'love': 0.04045019380435789, 'caring': 0.03338635424274559, 'optimism': 0.02515552825245418, 'confusion': 0.020752931960343727, 'realization': 0.019298258384591656, 'disapproval': 0.015343864852758614, 'annoyance': 0.014304808696339788, 'joy': 0.012331752262788973, 'desire': 0.007945762009752033, 'relief': 0.004600079252237552, 'excitement': 0.004471510422023896, 'surprise': 0.003690458154060731, 'grief': 0.0030770010175489772, 'nervousness': 0.0030256887456696284, 'pride': 0.002398555880829104, 'fear': 0.001964290709063215, 'gratitude': 0.001955040959537176, 'remorse': 0.001854546499855228, 'anger': 0.0017032226651759917, 'disgust': 0.0015135867747870322, 'amusement': 0.0012737115106765966, 'embarrassment': 0.0011645915250195877}",joy,0.5538165304613741,"{'joy': 0.5538165304613741, 'optimism': 0.4680638856401569, 'anticipation': 0.27165060490369797, 'sadness': 0.2237572771202969, 'love': 0.10650282702408731, 'trust': 0.09257473588283908, 'pessimism': 0.058436940448652754, 'disgust': 0.04414304624017524, 'surprise': 0.035961518652345, 'anger': 0.01329438010304186, 'fear': 0.009097612683514231}"
The storks,8,9854,neutral,0.300108261173591,"{'neutral': 0.300108261173591, 'fear': 0.22330153794609942, 'anger': 0.21756710531190038, 'disgust': 0.1372116720303893, 'joy': 0.0858836466941284, 'sadness': 0.026247480476740748, 'surprise': 0.009680319402832538}",neutral,0.528712747618556,"{'neutral': 0.528712747618556, 'approval': 0.108567537041381, 'admiration': 0.0779201861587353, 'amusement': 0.06404080445645377, 'joy': 0.06139615371648688, 'disapproval': 0.026301613164832816, 'realization': 0.02001133863814175, 'curiosity': 0.01989085776222055, 'excitement': 0.01940929295233218, 'sadness': 0.017241934896446764, 'annoyance': 0.016138373059220612, 'optimism': 0.016044492775108665, 'fear': 0.014495593939500395, 'disappointment': 0.011012518254574388, 'confusion': 0.008899970169295557, 'caring': 0.007489236479159445, 'relief': 0.0038524872361449525, 'nervousness': 0.003511509843519889, 'desire': 0.0030846346635371447, 'love': 0.0029088839692121837, 'pride': 0.00248575039950083, 'surprise': 0.0024473421763104852, 'anger': 0.0023380337661365047, 'disgust': 0.0016830894746817648, 'grief': 0.0011570876613404835, 'embarrassment': 0.0010006166085076984, 'gratitude': 0.0009378614831803134, 'remorse': 0.0005532417726499261}",joy,0.6336557492613792,"{'joy': 0.6336557492613792, 'optimism': 0.3627781751565635, 'anticipation': 0.29306068271398544, 'fear': 0.1765299022954423, 'anger': 0.15296346199465916, 'disgust': 0.08841964724706486, 'surprise': 0.038902253145352006, 'trust': 0.036566409980878234, 'sadness': 0.028938376577571034, 'love': 0.019491549290250987, 'pessimism': 0.01402830146253109}"
The storm shifts the signboards,7,8142,disgust,0.42021848913282156,"{'disgust': 0.42021848913282156, 'neutral': 0.27760723046958447, 'joy': 0.12268232328018971, 'fear': 0.08875023646812354, 'surprise': 0.03195780475756952, 'anger': 0.03178331136171307, 'sadness': 0.027000591291912963}",optimism,0.3005540386906692,"{'optimism': 0.3005540386906692, 'amusement': 0.2014459693205676, 'neutral': 0.1782303974032402, 'joy': 0.12926769522683962, 'approval': 0.045708214464996545, 'disgust': 0.03853244682873732, 'annoyance': 0.0352690950302141, 'desire': 0.03470708830614707, 'admiration': 0.03192226868122816, 'disapproval': 0.029142582123833045, 'realization': 0.025152789694922312, 'disappointment': 0.022671606192099198, 'fear': 0.022297748788592538, 'caring': 0.008169963207495, 'sadness': 0.006122426412600491, 'excitement': 0.0046601537116138, 'relief': 0.0038914518829967293, 'confusion': 0.0037887533461408956, 'anger': 0.0033978895184450914, 'embarrassment': 0.0031141584872135092, 'gratitude': 0.0028033773788982736, 'curiosity': 0.0027468389182883713, 'love': 0.0026417647687984364, 'surprise': 0.0023866587351741536, 'pride': 0.0019898804935759734, 'nervousness': 0.001985164766665548, 'remorse': 0.0018822316279900925, 'grief': 0.0008822225000975388}",optimism,0.4249599976465106,"{'optimism': 0.4249599976465106, 'fear': 0.39765364051397356, 'joy': 0.3363086075655052, 'anticipation': 0.29328099318913053, 'disgust': 0.25158283340611626, 'sadness': 0.20258986816874572, 'anger': 0.17570872219013317, 'pessimism': 0.07486961628975612, 'trust': 0.06325753309231784, 'surprise': 0.057683720386454036, 'love': 0.026113466076952006}"
The story of a mother,8,10702,sadness,0.3642610814422369,"{'sadness': 0.3642610814422369, 'fear': 0.36178248981013894, 'disgust': 0.12957121443469077, 'neutral': 0.06105604488402605, 'anger': 0.0593449278967455, 'surprise': 0.021046627167379484, 'joy': 0.002937642246251926}",neutral,0.48340820521116257,"{'neutral': 0.48340820521116257, 'sadness': 0.23105846578255296, 'curiosity': 0.07916362787364051, 'love': 0.04529873691353714, 'caring': 0.043914602254517376, 'approval': 0.03251372231170535, 'disappointment': 0.028671691892668605, 'confusion': 0.027999337849905714, 'fear': 0.021105062754941173, 'realization': 0.015012717572972178, 'admiration': 0.014840942429145798, 'nervousness': 0.012726945875328965, 'annoyance': 0.010136566706933081, 'grief': 0.009202591696521267, 'optimism': 0.008842505310894921, 'disapproval': 0.008657791651785374, 'desire': 0.007707858632784337, 'remorse': 0.00550121912965551, 'joy': 0.005204235319979489, 'anger': 0.003665551485028118, 'surprise': 0.0035246570187155157, 'excitement': 0.0030311432128655724, 'disgust': 0.0027538099966477603, 'relief': 0.0025135674222838134, 'amusement': 0.0016104818496387452, 'embarrassment': 0.0015998579547158442, 'gratitude': 0.0008064722514973255, 'pride': 0.0006078763362893369}",sadness,0.4979281099513173,"{'sadness': 0.4979281099513173, 'optimism': 0.2177626141346991, 'joy': 0.17356995795853436, 'fear': 0.17142357147531584, 'anticipation': 0.17085014190524817, 'pessimism': 0.16976877744309604, 'disgust': 0.0426167183322832, 'trust': 0.023753583489451557, 'surprise': 0.014259937102906406, 'anger': 0.011029160057660192, 'love': 0.010097941325511783}"
The story of the year,12,18205,neutral,0.26242198919256526,"{'neutral': 0.26242198919256526, 'joy': 0.22593292904396853, 'disgust': 0.14547993444527188, 'sadness': 0.12287161778658628, 'fear': 0.10631627298425883, 'anger': 0.08387827267870307, 'surprise': 0.053099008257656045}",neutral,0.3515239165474971,"{'neutral': 0.3515239165474971, 'admiration': 0.23770259269319163, 'approval': 0.10440746399884422, 'joy': 0.08263224912419294, 'disapproval': 0.055482675515425704, 'disappointment': 0.05540498317956614, 'excitement': 0.037715884391218424, 'curiosity': 0.03172750513961849, 'realization': 0.02844523444461326, 'sadness': 0.024404321865101036, 'optimism': 0.02094954636413604, 'confusion': 0.01817311338769893, 'annoyance': 0.018122752585137885, 'relief': 0.012245352641912177, 'nervousness': 0.009152812791095736, 'caring': 0.006937735684914514, 'surprise': 0.005881612839099641, 'desire': 0.005459264531964436, 'love': 0.004890700244383576, 'pride': 0.004738604443749257, 'fear': 0.004439868357925055, 'amusement': 0.0021888763876631856, 'embarrassment': 0.0019379648413935986, 'disgust': 0.0018378324166405946, 'grief': 0.0017690348176984116, 'gratitude': 0.0017148243156649794, 'anger': 0.0014970743068261072, 'remorse': 0.0012881949114671443}",joy,0.7747510646780332,"{'joy': 0.7747510646780332, 'optimism': 0.36764421376089257, 'anticipation': 0.23051795115073523, 'sadness': 0.14146800967864692, 'surprise': 0.05798927585904797, 'love': 0.04803930529548476, 'disgust': 0.03825165486584107, 'pessimism': 0.030786969194499154, 'trust': 0.02376329336160173, 'fear': 0.021422571851871908, 'anger': 0.012648820818867534}"
The swan's nest,4,2834,neutral,0.2648227624595165,"{'neutral': 0.2648227624595165, 'fear': 0.2568498030304909, 'anger': 0.239380216691643, 'disgust': 0.18728918675333261, 'sadness': 0.025106290820986032, 'surprise': 0.019519606255926192, 'joy': 0.007032161229290068}",neutral,0.861744835972786,"{'neutral': 0.861744835972786, 'approval': 0.046256755013018847, 'realization': 0.027149234199896455, 'admiration': 0.02275976282544434, 'optimism': 0.011134318890981376, 'excitement': 0.008467174193356186, 'joy': 0.00740309344837442, 'love': 0.0061732823378406465, 'confusion': 0.004027426824904978, 'fear': 0.003794345393544063, 'desire': 0.003501373837934807, 'annoyance': 0.003011276014149189, 'curiosity': 0.002791965947835706, 'disappointment': 0.0027282051160000265, 'surprise': 0.002584040747024119, 'sadness': 0.002326396497664973, 'caring': 0.0021717906201956794, 'amusement': 0.0020286614599172026, 'pride': 0.0015584608918288723, 'disapproval': 0.0013926834071753547, 'relief': 0.0012872156366938725, 'disgust': 0.0012229197018314153, 'nervousness': 0.0011398927308619022, 'gratitude': 0.0008928736060624942, 'anger': 0.0006913170655025169, 'grief': 0.0005831875459989533, 'embarrassment': 0.000530579622136429, 'remorse': 0.0005242266852292232}",joy,0.4659213776467368,"{'joy': 0.4659213776467368, 'anticipation': 0.381216898560524, 'optimism': 0.35389114636927843, 'anger': 0.1429932711762376, 'disgust': 0.09632809821050614, 'fear': 0.07282816316001117, 'trust': 0.06922523397952318, 'surprise': 0.044128469191491604, 'sadness': 0.04021749517414719, 'pessimism': 0.03781122504733503, 'love': 0.025807231082580984}"
The sweathearts (Top and Ball),5,4515,disgust,0.5337510868906975,"{'disgust': 0.5337510868906975, 'sadness': 0.18145302459597587, 'neutral': 0.16586901508271695, 'anger': 0.058990370482206345, 'surprise': 0.03223214037716389, 'fear': 0.01653399933129549, 'joy': 0.011170364683493972}",neutral,0.5326411783695221,"{'neutral': 0.5326411783695221, 'sadness': 0.2769237019121647, 'disappointment': 0.11877120621502399, 'annoyance': 0.0352919913828373, 'curiosity': 0.0320459796465002, 'realization': 0.03139498587697744, 'disapproval': 0.026101791206747292, 'approval': 0.018731162790209054, 'confusion': 0.013384844991378486, 'grief': 0.007332374225370586, 'surprise': 0.005781133472919464, 'anger': 0.005484872730448842, 'disgust': 0.004180278512649238, 'nervousness': 0.003998940228484571, 'admiration': 0.003981032455340028, 'optimism': 0.0030320936813950537, 'joy': 0.0029797303723171353, 'embarrassment': 0.0028483424801379444, 'remorse': 0.0028376580332405863, 'caring': 0.0027293820632621644, 'fear': 0.0024571540649048983, 'desire': 0.0023692697286605835, 'excitement': 0.0018634431646205485, 'love': 0.001762769086053595, 'relief': 0.0017563208704814315, 'amusement': 0.0014520438155159355, 'gratitude': 0.0006959887192351744, 'pride': 0.000494634237838909}",sadness,0.5580342829227447,"{'sadness': 0.5580342829227447, 'joy': 0.352301973849535, 'pessimism': 0.2387319764122367, 'disgust': 0.20110152550041677, 'anticipation': 0.114832454174757, 'anger': 0.07907804548740387, 'optimism': 0.06134328749030828, 'surprise': 0.03271714998409152, 'love': 0.019998282101005314, 'trust': 0.00992575716227293, 'fear': 0.00847908011637628}"
The swineherd,7,8073,disgust,0.3237021171620914,"{'disgust': 0.3237021171620914, 'anger': 0.2189823697720255, 'sadness': 0.19420351859714305, 'neutral': 0.08940036222338676, 'joy': 0.07608607298295413, 'surprise': 0.05760790008519377, 'fear': 0.04001762145864112}",neutral,0.5663198530673981,"{'neutral': 0.5663198530673981, 'admiration': 0.09338451446300107, 'approval': 0.06738354092729944, 'disappointment': 0.04457356466446072, 'sadness': 0.04081754645864878, 'joy': 0.037262159931872575, 'excitement': 0.024206391602222408, 'curiosity': 0.021515631387176524, 'annoyance': 0.018608238148902143, 'disapproval': 0.012531917276126998, 'optimism': 0.012504030817321368, 'realization': 0.01147455130038517, 'confusion': 0.0052581505151465535, 'gratitude': 0.005238123260953996, 'surprise': 0.0038831750612838994, 'desire': 0.003660000120622239, 'amusement': 0.0035408476666946498, 'pride': 0.003504147961003972, 'relief': 0.0033568021109593765, 'anger': 0.003106362377626023, 'caring': 0.0027519279142974745, 'disgust': 0.0022969241628223763, 'love': 0.0020607687599424806, 'nervousness': 0.0019471690965084626, 'grief': 0.001883156003064609, 'fear': 0.0016677762864024512, 'embarrassment': 0.0015657118367796233, 'remorse': 0.0010520261171872594}",joy,0.6306471313749041,"{'joy': 0.6306471313749041, 'anticipation': 0.2908103753413473, 'optimism': 0.2065478874636548, 'disgust': 0.16440894521240676, 'anger': 0.15629793277808599, 'sadness': 0.08749013620295695, 'surprise': 0.06181770709476301, 'trust': 0.023192958972815956, 'love': 0.022597538407093713, 'pessimism': 0.020936705571200167, 'fear': 0.0036135640361213256}"
The teapot,4,3235,anger,0.3427770687267184,"{'anger': 0.3427770687267184, 'disgust': 0.2777854474261403, 'neutral': 0.12432222720235586, 'surprise': 0.08515852317214012, 'sadness': 0.07576957321725786, 'fear': 0.06859297049231827, 'joy': 0.025594167760573328}",neutral,0.3474098704755306,"{'neutral': 0.3474098704755306, 'sadness': 0.1429191202041693, 'approval': 0.12487131264060736, 'joy': 0.11103326501324773, 'realization': 0.09907101700082421, 'disappointment': 0.07635145174572244, 'annoyance': 0.03849425964290276, 'embarrassment': 0.03617078513343586, 'relief': 0.03031414933502674, 'caring': 0.019762736366828904, 'admiration': 0.016805184073746204, 'optimism': 0.016151455405633897, 'disapproval': 0.013717308989726007, 'disgust': 0.007869374443544075, 'amusement': 0.006234126667550299, 'pride': 0.005968090990791097, 'grief': 0.005632402098854072, 'fear': 0.005346442456357181, 'nervousness': 0.004967314220266417, 'confusion': 0.0038056716439314187, 'gratitude': 0.0037109487602720037, 'surprise': 0.0034849948715418577, 'anger': 0.0032175416126847267, 'desire': 0.003092137965722941, 'excitement': 0.0029054540646029636, 'remorse': 0.0027647339447867125, 'love': 0.0018797808734234422, 'curiosity': 0.0010062477958854288}",joy,0.6268341913819313,"{'joy': 0.6268341913819313, 'optimism': 0.47280495427548885, 'sadness': 0.433166419621557, 'trust': 0.12846080819144845, 'anticipation': 0.09122956451028585, 'love': 0.07578369230031967, 'pessimism': 0.05852320254780352, 'disgust': 0.05488588393200189, 'surprise': 0.02941474807448685, 'fear': 0.015217095613479614, 'anger': 0.015036238357424736}"
